plot_id,occurrence_id
92,89381
92,89382
92,89383
92,89384
92,89385
92,89386
92,89387
92,89388
92,89389
92,89390
92,89391
92,89392
92,89393
92,89394
92,89395
92,89396
92,89397
92,89398
92,89399
92,89400
92,89401
92,89402
92,89403
92,89404
92,89405
92,89406
92,89407
92,89408
92,89409
92,89410
92,89411
92,89412
92,89413
92,89414
92,89415
93,89416
93,89417
93,89418
93,89419
93,89420
93,89421
93,89422
93,89423
93,89424
93,89425
93,89426
93,89427
93,89428
93,89429
93,89430
93,89431
93,89432
93,89433
93,89434
93,89435
93,89436
93,89437
93,89438
93,89439
93,89440
93,89441
93,89442
93,89443
93,89444
93,89445
93,89446
93,89447
93,89448
93,89449
93,89450
93,89451
93,89452
93,89453
93,89454
93,89455
93,89456
95,89475
95,89476
95,89477
95,89478
95,89479
95,89480
95,89481
95,89482
95,89483
95,89484
95,89485
95,89486
95,89487
95,89488
95,89489
95,89490
95,89491
95,89492
94,89474
94,89473
94,89472
94,89471
94,89470
94,89469
94,89468
94,89467
94,89466
94,89465
94,89464
94,89463
94,89462
94,89461
94,89460
94,89459
94,89458
94,89457
96,89493
96,89494
96,89495
96,89496
96,89497
96,89498
96,89499
96,89500
96,89501
98,89519
98,89520
98,89521
98,89522
98,89523
98,89524
98,89525
98,89526
98,89527
98,89528
98,89529
98,89530
98,89531
98,89532
98,89533
98,89534
99,89535
102,89620
102,89621
102,89622
102,89623
102,89624
102,89625
102,89626
102,89627
103,89628
103,89629
103,89630
103,89631
103,89632
103,89633
103,89634
103,89635
103,89636
103,89637
103,89638
103,89639
103,89640
97,89518
97,89517
97,89516
97,89515
97,89514
97,89513
97,89512
97,89511
97,89510
97,89509
97,89508
97,89507
97,89506
97,89505
97,89504
97,89503
97,89502
100,89584
100,89583
100,89582
100,89581
100,89580
100,89579
100,89578
100,89577
100,89576
100,89575
100,89574
100,89573
100,89572
100,89571
100,89570
100,89569
100,89568
100,89567
100,89566
100,89565
100,89564
100,89563
100,89562
100,89561
100,89560
100,89559
100,89558
100,89557
100,89556
100,89555
100,89554
100,89553
100,89552
100,89551
100,89550
100,89549
100,89548
100,89547
100,89546
100,89545
100,89544
100,89543
100,89542
100,89541
100,89540
100,89539
100,89538
100,89537
100,89536
104,89641
104,89642
104,89643
104,89644
104,89645
104,89646
104,89647
104,89648
104,89649
104,89650
104,89651
104,89652
104,89653
104,89654
104,89655
104,89656
104,89657
104,89658
104,89659
104,89660
104,89661
104,89662
104,89663
104,89664
104,89665
104,89666
104,89667
104,89668
104,89669
104,89670
101,89619
101,89618
101,89617
101,89616
101,89615
101,89614
101,89613
101,89612
101,89611
101,89610
101,89609
101,89608
101,89607
101,89606
101,89605
101,89604
101,89603
101,89602
101,89601
101,89600
101,89599
101,89598
101,89597
101,89596
101,89595
101,89594
101,89593
101,89592
101,89591
101,89590
101,89589
101,89588
101,89586
101,89585
104,89671
104,89672
104,89673
104,89674
104,89675
104,89676
104,89677
104,89678
104,89679
106,89683
106,89684
106,89685
106,89686
106,89687
106,89688
106,89689
106,89690
106,89691
106,89692
108,89708
108,89707
108,89706
108,89705
108,89704
108,89703
108,89702
108,89701
108,89700
108,89699
108,89698
108,89697
108,89722
109,89721
109,89720
109,89719
109,89718
109,89717
109,89716
109,89715
109,89714
109,89713
109,89712
109,89711
109,89710
109,89709
118,89770
118,89769
118,89768
118,89767
118,89766
118,89765
118,89764
118,89763
118,89762
118,89761
118,89760
118,89759
118,89758
118,89757
118,89756
118,89755
118,89754
119,89771
119,89772
119,89773
119,89774
119,89775
119,89776
119,89777
119,89778
119,89779
119,89780
119,89781
119,89782
119,89783
119,89784
119,89785
119,89786
119,89787
119,89788
119,89789
119,89790
119,89791
119,89792
119,89793
123,89807
123,89808
123,89809
123,89810
123,89811
123,89812
123,89813
123,89814
123,89815
123,89816
123,89817
123,89818
123,89819
123,89820
123,89821
123,89822
123,89823
123,89824
123,89825
123,89826
123,89827
123,89828
123,89829
123,89830
123,89831
123,89832
123,89833
123,89834
123,89835
123,89836
124,89837
124,89838
124,89839
124,89840
124,89841
124,89842
124,89843
124,89844
112,89723
112,89724
112,89725
112,89726
112,89727
105,89680
105,89681
105,89682
107,89693
107,89694
107,89695
107,89696
115,89749
115,89748
115,89743
115,89742
115,89741
115,89805
114,89753
114,89752
114,89751
114,89740
114,89739
114,89738
116,89750
116,89747
116,89746
116,89745
116,89744
116,89804
121,89794
121,89795
121,89796
122,89803
122,89802
122,89801
122,89800
122,89799
122,89798
122,89797
124,89845
113,89731
113,89732
113,89733
113,89734
113,89735
112,89728
112,89729
112,89730
114,89737
114,89736
114,89806
136,89940
129,89850
129,89851
130,89852
131,89875
131,89874
131,89873
131,89872
131,89871
131,89870
131,89869
131,89868
131,89867
131,89866
131,89865
131,89864
131,89863
131,89862
131,89861
131,89860
131,89859
131,89858
131,89857
131,89856
131,89855
131,89854
131,89853
132,89895
132,89894
132,89893
132,89892
132,89891
132,89890
132,89889
132,89888
132,89887
132,89886
132,89885
132,89884
132,89883
132,89882
132,89881
132,89880
132,89879
132,89878
132,89877
132,89876
133,89896
133,89897
133,89898
133,89899
133,89900
133,89901
133,89902
133,89903
133,89904
133,89905
136,89939
136,89938
136,89937
136,89936
136,89935
136,89934
136,89933
136,89932
136,89931
136,89930
136,89929
134,89922
134,89921
134,89920
134,89919
134,89918
134,89917
134,89916
134,89915
134,89914
134,89913
134,89912
134,89911
134,89910
134,89909
134,89908
134,89907
134,89906
135,89923
135,89924
135,89925
135,89926
135,89927
135,89928
137,89941
137,89942
137,89943
137,89944
137,89945
137,89946
137,89947
137,89948
137,89949
137,89950
138,89951
138,89952
138,89953
138,89954
138,89955
138,89956
138,89957
138,89958
138,89959
138,89960
138,89961
138,89962
138,89963
138,89964
138,89965
138,89966
138,89967
138,89968
138,89969
138,89970
138,89971
139,89972
139,89973
139,89974
139,89975
139,89976
139,89977
139,89978
139,89979
139,89980
139,89981
139,89982
139,89983
139,89984
139,89985
139,89986
139,89987
139,89988
139,89989
139,89990
139,89991
139,89992
139,89993
139,89994
139,89995
139,89996
139,89997
139,89998
139,89999
139,90000
139,90001
139,90002
139,90003
139,90004
139,90005
139,90006
139,90007
139,90008
139,90009
139,90010
139,90011
139,90012
139,90013
139,90014
139,90015
139,90016
140,90017
140,90018
140,90019
140,90020
140,90021
140,90022
140,90023
140,90024
140,90025
140,90026
140,90027
140,90028
140,90029
140,90030
140,90031
140,90032
140,90033
140,90034
140,90035
140,90036
140,90037
140,90038
140,90039
140,90040
140,90041
140,90042
140,90043
140,90044
140,90045
140,90046
140,90047
140,90048
140,90049
140,90050
140,90051
140,90052
140,90053
140,90054
140,90055
141,90056
141,90057
141,90058
141,90059
141,90060
141,90061
141,90062
141,90063
141,90064
141,90065
141,90066
141,90067
141,90068
141,90069
141,90070
141,90071
141,90072
141,90073
142,90074
142,90075
142,90076
142,90077
142,90078
142,90079
142,90080
142,90081
142,90082
142,90083
142,90084
142,90085
142,90086
142,90087
142,90088
142,90089
142,90090
143,90091
143,90092
143,90093
143,90094
143,90095
143,90096
143,90097
143,90098
143,90099
143,90100
143,90101
145,90102
145,90103
145,90104
145,90105
145,90106
145,90107
145,90108
145,90109
145,90110
145,90111
145,90112
145,90113
146,90114
146,90115
146,90116
146,90117
146,90118
146,90119
146,90120
146,90121
146,90122
146,90123
146,90124
146,90125
146,90126
146,90127
146,90128
146,90129
146,90130
148,90137
148,90138
148,90139
148,90140
149,90141
149,90142
149,90143
149,90144
149,90145
152,90163
152,90161
152,90160
152,90159
152,90158
152,90157
147,90146
147,90136
147,90135
147,90134
147,90133
147,90132
147,90131
147,90147
147,90148
147,90149
147,90150
147,90151
152,90165
152,90164
152,90156
152,90155
152,90154
152,90153
152,90152
152,90171
152,90172
152,90173
152,90174
152,90175
153,90170
153,90169
153,90168
153,90167
153,90166
153,90176
